id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL,Image
65,Tigris & Euphrates,2,4,90,1997,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement","Abstract Strategy, Ancient, Civilization, Territory Building",Reiner Knizia,https://boardgamegeek.com/boardgame/42/tigris-euphrates,https://cf.geekdo-images.com/soAzNVWglCdVBacNjoCTJw__original/img/HClVZy9phFP-NPte4UBQpclsaHU=/0x0/filters:format(jpeg)/pic2338267.jpg
66,Pandemic,2,4,45,2008,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",Medical,Matt Leacock,https://boardgamegeek.com/boardgame/30549/pandemic,https://cf.geekdo-images.com/S3ybV1LAp-8SnHIXLLjVqA__original/img/IsrvRLpUV1TEyZsO5rC-btXaPz0=/0x0/filters:format(jpeg)/pic1534148.jpg
67,Gaia Project,1,4,150,2017,"Modular Board, Route/Network Building, Variable Phase Order, Variable Player Powers","Civilization, Economic, Science Fiction, Territory Building","Jens Drögemüller, Helge Ostertag",https://boardgamegeek.com/boardgame/220308/gaia-project,https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__original/img/tjlflQtUPFiTpLpwk1NCVCS29Ic=/0x0/filters:format(png)/pic5375625.png
68,Santorini,2,4,20,2016,"Grid Movement, Tile Placement, Variable Player Powers","Abstract Strategy, Ancient, Mythology",Gord!,https://boardgamegeek.com/boardgame/194655/santorini,https://cf.geekdo-images.com/665Ply7Ho1WVf1v1iZlWeg__original/img/4q6RCxd7st-yW2MyrJwVC_d3ajk=/0x0/filters:format(png)/pic3283110.png
69,The Gallerist,1,4,150,2015,"Commodity Speculation, Set Collection, Worker Placement",Economic,Vital Lacerda,https://boardgamegeek.com/boardgame/125153/gallerist,https://cf.geekdo-images.com/ie1GSt1XV04sXQXt-3O1UQ__original/img/59dZRZePEgtcupkRSA2zohZuHpM=/0x0/filters:format(png)/pic2503200.png
70,Crokinole,2,4,30,1876,Partnerships,Action / Dexterity,(Uncredited),https://boardgamegeek.com/boardgame/521/crokinole,https://cf.geekdo-images.com/7ejbxsn-UtLl3ehamuAEdw__original/img/HJOZG6y87_skppfIqX-voRlhNxE=/0x0/filters:format(jpeg)/pic79413.jpg
71,Descent: Journeys in the Dark (Second Edition),2,5,120,2012,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Miniatures","Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson",https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition,https://cf.geekdo-images.com/ZN2rpiJ19lg5DZk_iYMMkQ__original/img/E7OjZXGfe2Vfj2qis30aXetbQJQ=/0x0/filters:format(jpeg)/pic1180640.jpg
72,Kemet,2,5,120,2012,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Variable Phase Order","Ancient, Fighting, Miniatures, Mythology","Jacques Bariot, Guillaume Montiage",https://boardgamegeek.com/boardgame/127023/kemet,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__original/img/kRFfkVnQRsBDcbO46TKS6PcT6aE=/0x0/filters:format(jpeg)/pic3979527.jpg
73,Castles of Mad King Ludwig,1,4,90,2014,"Card Drafting, Pattern Building, Set Collection, Tile Placement",Post-Napoleonic,Ted Alspach,https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,https://cf.geekdo-images.com/jVAMlNeDMVZakxJPy-lDrQ__original/img/J4J6wVMItmWj4Yxt8JmuO1g76PE=/0x0/filters:format(jpeg)/pic7229993.jpg
74,War of the Ring (first edition),2,4,120,2004,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management","Adventure, Dice, Fantasy, Miniatures, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",https://boardgamegeek.com/boardgame/9609/war-ring-first-edition,https://cf.geekdo-images.com/JmdqlBJBynZMOciZzkVIkw__original/img/9LYzTUmOTO2enhJvqauMt6odC5Y=/0x0/filters:format(jpeg)/pic725882.jpg
75,Stone Age,2,4,90,2008,"Dice Rolling, Set Collection, Worker Placement","Dice, Prehistoric",Bernd Brunnhofer,https://boardgamegeek.com/boardgame/34635/stone-age,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__original/img/cR92Dm6yQ3Lgxt1yR81zUb0ooqQ=/0x0/filters:format(jpeg)/pic1632539.jpg
76,Alchemists,2,4,120,2014,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement","Deduction, Fantasy",Matú? Kotry,https://boardgamegeek.com/boardgame/161970/alchemists,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__original/img/SP4ItZ27dLweUPbz_bF7C-P7GtA=/0x0/filters:format(png)/pic2241156.png
77,Clans of Caledonia,1,4,120,2017,"Commodity Speculation, Modular Board, Route/Network Building, Variable Player Powers",Economic,Juma Al-JouJou,https://boardgamegeek.com/boardgame/216132/clans-caledonia,https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__original/img/GcuvCavv-ZZP5_O1kCTrZELuZdY=/0x0/filters:format(png)/pic3511783.png
78,The Resistance: Avalon,5,10,30,2012,"Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting","Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies/Secret Agents",Don Eskridge,https://boardgamegeek.com/boardgame/128882/resistance-avalon,https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__original/img/AF8HHaIad1re-eg3kd9mlm2j_ss=/0x0/filters:format(jpeg)/pic1398895.jpg
79,A Game of Thrones: The Board Game (Second Edition),3,6,240,2011,"Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers","Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",Christian T. Petersen,https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition,https://cf.geekdo-images.com/M_7UvwZvuxBVjxdadsa5AA__original/img/3tv6H7jX5T9rqwuI84YZKZDBGcw=/0x0/filters:format(jpeg)/pic1077906.jpg
80,Forbidden Stars,2,4,180,2015,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers","Bluffing, Fighting, Miniatures, Science Fiction, Wargame","Samuel Bailey, James Kniffen, Corey Konieczka",https://boardgamegeek.com/boardgame/175155/forbidden-stars,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__original/img/AQ1P6PKw7ZW-XTOAFKhCwsnfP0I=/0x0/filters:format(jpeg)/pic2471359.jpg
81,Arcadia Quest,2,4,60,2014,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Adventure, Fantasy, Fighting, Miniatures","Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret",https://boardgamegeek.com/boardgame/155068/arcadia-quest,https://cf.geekdo-images.com/8qyLCqvdZkSpT2lEbwVpeg__original/img/8oGnjG0FUHy9Mo6VkbZVXZmDnwU=/0x0/filters:format(jpeg)/pic2305263.jpg
82,Legendary Encounters: An Alien Deck Building Game,1,5,45,2014,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships, Player Elimination, Variable Player Powers","Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction","Ben Cichoski, Daniel Mandel",https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__original/img/nrvJtT-4tYTD0fp3Cr57SKpfMfw=/0x0/filters:format(jpeg)/pic2225180.jpg
83,Star Realms,2,2,20,2014,"Card Drafting, Deck / Pool Building, Hand Management, Take That","Card Game, Fighting, Science Fiction","Robert Dougherty, Darwin Kastle",https://boardgamegeek.com/boardgame/147020/star-realms,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__original/img/QXgamCDRuBoRJyU1PQjeh58Pvr8=/0x0/filters:format(jpeg)/pic1903816.jpg
84,Ora et Labora,1,4,180,2011,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement","City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building",Uwe Rosenberg,https://boardgamegeek.com/boardgame/70149/ora-et-labora,https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__original/img/eDqWAa7vUdsYE6_LXVNzIdClbhw=/0x0/filters:format(jpeg)/pic5089618.jpg
85,Suburbia,1,4,90,2012,"Card Drafting, Set Collection, Tile Placement","City Building, Economic",Ted Alspach,https://boardgamegeek.com/boardgame/123260/suburbia,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__original/img/BVcGhHh0nedwcBBzu_ku-yh8LWY=/0x0/filters:format(png)/pic6009608.png
86,Nations,1,5,200,2013,"Card Drafting, Variable Player Powers","Card Game, Civilization, Economic","Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén",https://boardgamegeek.com/boardgame/126042/nations,https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__original/img/1RkLWWHzepOqacKarc1176UofVs=/0x0/filters:format(png)/pic1591406.png
87,Ticket to Ride: Europe,2,5,60,2005,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Travel",Alan R. Moon,https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__original/img/O37sCRSJLq4S8EpCxFDNVsNBuxE=/0x0/filters:format(jpeg)/pic66668.jpg
88,Chaos in the Old World,3,4,120,2009,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers","Fantasy, Fighting, Horror, Mythology, Wargame",Eric M. Lang,https://boardgamegeek.com/boardgame/43111/chaos-old-world,https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__original/img/zN6-x2bWP6lsDAC2FNsvU6ivQIc=/0x0/filters:format(jpeg)/pic1318481.jpg
89,Commands & Colors: Ancients,2,2,60,2006,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board","Ancient, Wargame",Richard Borg,https://boardgamegeek.com/boardgame/14105/commands-colors-ancients,https://cf.geekdo-images.com/qcASDsV-0eNBVipfPhxs7A__original/img/tyaZlnMJNbjwjRVcrbXpJBjrLRw=/0x0/filters:format(jpeg)/pic132447.jpg
90,Istanbul,2,5,60,2014,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",Economic,Rüdiger Dorn,https://boardgamegeek.com/boardgame/148949/istanbul,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__original/img/pHIJibqf-DmlOQD3CfT_rAjGmc0=/0x0/filters:format(jpeg)/pic1885326.jpg
91,Railways of the World,2,6,120,2005,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement","Trains, Transportation, Video Game Theme","Glenn Drover, Martin Wallace",https://boardgamegeek.com/boardgame/17133/railways-world,https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__original/img/vi7OckGr7HWbTGOkEyxgcCUIfiU=/0x0/filters:format(jpeg)/pic3869603.jpg
92,Paths of Glory,2,2,480,1999,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Wargame, World War I",Ted Raicer,https://boardgamegeek.com/boardgame/91/paths-glory,https://cf.geekdo-images.com/Ip4TygnwFxuR57Vky9ZeZA__original/img/MP1e5GdDAT-4QO734-n8_rUkMv8=/0x0/filters:format(jpeg)/pic4490515.jpg
93,Anachrony,1,4,120,2017,"Action Point Allowance System, Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement","Economic, Science Fiction","Richard Amann, Viktor Peter, Dávid Turczi",https://boardgamegeek.com/boardgame/185343/anachrony,https://cf.geekdo-images.com/31quLNzteInnevVRAABoow__original/img/3KfMPSj7jjhG0g5lQBsO-bn67D0=/0x0/filters:format(jpeg)/pic3499707.jpg
94,Captain Sonar,2,8,60,2016,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection","Deduction, Fighting, Nautical, Real-time","Roberto Fraga, Yohan Lemonnier",https://boardgamegeek.com/boardgame/171131/captain-sonar,https://cf.geekdo-images.com/Dpu5nFJu4UUJ4Y50WyKueg__original/img/feQTYcCwgIg4LneCYIoaWz12Z24=/0x0/filters:format(jpeg)/pic7069368.jpg
95,Pandemic Iberia,2,5,45,2016,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",Medical,"Jesús Torres Castro, Matt Leacock",https://boardgamegeek.com/boardgame/198928/pandemic-iberia,https://cf.geekdo-images.com/752GFSJLkyDZikThRM6gqQ__original/img/SMtMEB-rB_l3p_tmTYzAYGx_IkI=/0x0/filters:format(png)/pic3000850.png
96,Cosmic Encounter,3,5,120,2008,"Hand Management, Partnerships, Take That, Variable Player Powers","Bluffing, Negotiation, Science Fiction, Space Exploration","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson",https://boardgamegeek.com/boardgame/39463/cosmic-encounter,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__original/img/c4ZrfOtpp6tDHLyMsKecc2ne370=/0x0/filters:format(jpeg)/pic1521633.jpg
97,Combat Commander: Europe,2,2,180,2006,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order","Wargame, World War II",Chad Jensen,https://boardgamegeek.com/boardgame/21050/combat-commander-europe,https://cf.geekdo-images.com/uKaL10FK-u9wfYyK6MQaNg__original/img/_UDsTX8nCwdsynpoVtzHJHc8h6c=/0x0/filters:format(jpeg)/pic992459.jpg
98,Goa,2,4,90,2004,"Auction/Bidding, Hand Management, Press Your Luck","Economic, Farming, Nautical, Renaissance",Rüdiger Dorn,https://boardgamegeek.com/boardgame/9216/goa,https://cf.geekdo-images.com/9sbSKcc-Fm8Od5wwuf3kgg__original/img/kNoFZrbwsvMvs_iKWeKBHYLka5Y=/0x0/filters:format(jpeg)/pic1215969.jpg
99,The Lord of the Rings: The Card Game,1,2,60,2011,"Co-operative Play, Hand Management, Variable Player Powers","Adventure, Card Game, Collectible Components, Fantasy, Novel-based",Nate French,https://boardgamegeek.com/boardgame/77423/lord-rings-card-game,https://cf.geekdo-images.com/ZmXi5BbtoWl58ZnKcUy1vw__original/img/nNHf1qRJCVQx_0p-1zM8QKxcywo=/0x0/filters:format(jpeg)/pic906495.jpg
100,Jaipur,2,2,30,2009,"Card Drafting, Hand Management, Set Collection","Animals, Card Game",Sébastien Pauchon,https://boardgamegeek.com/boardgame/54043/jaipur,https://cf.geekdo-images.com/_LTujSe_o16nvjDC-J0seA__original/img/zUnAdsgt4dCxvtoRDc_9DHbic0M=/0x0/filters:format(jpeg)/pic5100947.jpg
101,La Granja,1,4,120,2014,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement","Economic, Farming","Michael Keller (II), Andreas ""ode."" Odendahl",https://boardgamegeek.com/boardgame/146886/la-granja,https://cf.geekdo-images.com/ufUK_7N_13rYhsIurbbtzg__original/img/eKzUqIgkc34WsSVq9zSW6sjZgbc=/0x0/filters:format(jpeg)/pic2031777.jpg
102,Hansa Teutonica,2,5,90,2009,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building",Renaissance,Andreas Steding,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__original/img/RqYxJUdNXPmHUWrlADIbTf9Bi_g=/0x0/filters:format(jpeg)/pic839090.jpg
103,Steam,3,5,90,2009,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Martin Wallace,https://boardgamegeek.com/boardgame/27833/steam,https://cf.geekdo-images.com/IB38fOp0mTvFuvfdHczf0Q__original/img/SN5DSgS5Z0GOEzTBulGgX3faHCA=/0x0/filters:format(jpeg)/pic392515.jpg
104,Zombicide: Black Plague,1,6,180,2015,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers","Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__original/img/Xak18xf2xfSedYFS9-ZKwjSk7yc=/0x0/filters:format(jpeg)/pic2482309.jpg
105,Age of Steam,1,6,120,2002,"Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Martin Wallace,https://boardgamegeek.com/boardgame/4098/age-steam,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__original/img/eQEmKYEWVoNvEx6PZYZv13275io=/0x0/filters:format(png)/pic4557340.png
106,Azul,2,4,45,2017,"Pattern Building, Set Collection, Tile Placement",Abstract Strategy,Michael Kiesling,https://boardgamegeek.com/boardgame/230802/azul,https://cf.geekdo-images.com/aPSHJO0d0XOpQR5X-wJonw__original/img/AkbtYVc6xXJF3c9EUrakklcclKw=/0x0/filters:format(png)/pic6973671.png
107,Village,2,4,90,2011,"Set Collection, Worker Placement","Farming, Medieval","Inka Brand, Markus Brand",https://boardgamegeek.com/boardgame/104006/village,https://cf.geekdo-images.com/5FBIAvZi3Sw8dvmfwwJTjg__original/img/HZYRVZoUtl7COYnS0NvXNSuaf80=/0x0/filters:format(jpeg)/pic2760568.jpg
108,Splendor,2,4,30,2014,"Card Drafting, Set Collection","Card Game, Economic, Renaissance",Marc André,https://boardgamegeek.com/boardgame/148228/splendor,https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__original/img/Y2tUGY2nPTGd_epJYKQXPkQD8AM=/0x0/filters:format(jpeg)/pic1904079.jpg
109,The Princes of Florence,2,5,100,2000,"Auction/Bidding, Tile Placement","City Building, Renaissance","Wolfgang Kramer, Richard Ulrich, Jens Christopher Ulrich",https://boardgamegeek.com/boardgame/555/princes-florence,https://cf.geekdo-images.com/2VxE_6b8dsoGQ1PWBlZr5A__original/img/qhg1xB3T5SdLpnW6DL0ycfpNjzo=/0x0/filters:format(jpeg)/pic7003069.jpg
110,Ticket to Ride: Nordic Countries,2,3,60,2007,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Transportation, Travel",Alan R. Moon,https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__original/img/mNjF0jOzzkKDLTRUo8WxOfZP28s=/0x0/filters:format(jpeg)/pic369616.jpg
111,Viticulture,2,6,90,2013,"Hand Management, Worker Placement","Economic, Farming","Jamey Stegmaier, Alan Stone",https://boardgamegeek.com/boardgame/128621/viticulture,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__original/img/cGg9S0AH41VxczdybvFsb81AKWw=/0x0/filters:format(jpeg)/pic2619743.jpg
112,Tichu,4,4,60,1991,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",Card Game,Urs Hostettler,https://boardgamegeek.com/boardgame/215/tichu,https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__original/img/9ULfNvkyu0k1m0d63-Mk0k5e0MA=/0x0/filters:format(png)/pic5854968.png
113,Go,2,2,180,-2200,Area Enclosure,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/188/go,https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__original/img/oClfNpLGqRwyqeq54Na_VoVAA3o=/0x0/filters:format(jpeg)/pic1728832.jpg
114,Yokohama,2,4,90,2016,"Grid Movement, Modular Board, Route/Network Building, Set Collection, Worker Placement",Economic,Hisashi Hayashi,https://boardgamegeek.com/boardgame/196340/yokohama,https://cf.geekdo-images.com/ocI_xrJ7A-cDTTMUoYBNzw__original/img/7C0EpAhp67svA0XQ1FjuhrNvESU=/0x0/filters:format(jpeg)/pic3600984.jpg
115,Memoir '44,2,8,60,2004,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation","Miniatures, Wargame, World War II",Richard Borg,https://boardgamegeek.com/boardgame/10630/memoir-44,https://cf.geekdo-images.com/2AjxTtgBtZVst8wOAk1NAA__original/img/Ro6pGYz0WFmCOP5ytZ6Z40KhoZ4=/0x0/filters:format(jpeg)/pic6974498.jpg
116,Grand Austria Hotel,2,4,120,2015,"Dice Rolling, Hand Management, Set Collection",Economic,"Virginio Gigli, Simone Luciani",https://boardgamegeek.com/boardgame/182874/grand-austria-hotel,https://cf.geekdo-images.com/GlCmHjdLwv3SqSjv52ToGw__original/img/5vNCdK9mQ0szo_SwSeVQUWnirZ8=/0x0/filters:format(jpeg)/pic6966955.jpg
117,Legendary: A Marvel Deck Building Game,1,5,45,2012,"Co-operative Play, Deck / Pool Building","Card Game, Comic Book / Strip",Devin Low,https://boardgamegeek.com/boardgame/129437/legendary-marvel-deck-building-game,https://cf.geekdo-images.com/ZrRidumkzu62HuwKdgQpHA__original/img/FqPcmpzntFV1FDR6dniHGKvNwvI=/0x0/filters:format(jpeg)/pic1430769.jpg
